id,text_preview,source_url,title,models,is_model_page,chunk_size,token_estimate
bmw_189032_chunk_000,"BMW Premium Selection. Samochody używane z certyfikatem. Znajdź BMW dla siebie Odkryj BMW Premium Selection. Odkryj radość z jazdy dzięki samochodom używanym BMW Premium Selection. Zanim używane BMW uzyska certyfikat BMW Premium Selection, musi przejść szereg kontroli zapewniających 100% najwyższej ...",https://www.bmw.pl/pl/topics/offers-and-services/used-automobiles/bmw-premium-selection.html,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,,False,797,199
bmw_189032_chunk_001,"te pojazdy, które spełniają wszystkie precyzyjnie określone standardy produktu. Samochody BMW Premium Selection są dostępne wyłącznie u partnerów BMW Premium Selection, dzięki czemu zawsze możemy zagwarantować Ci najwyższą jakość. Zobacz na własne oczy! Korzyści na przyszłość. 24-miesięczna ochrona ...",https://www.bmw.pl/pl/topics/offers-and-services/used-automobiles/bmw-premium-selection.html,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,,False,798,199
bmw_189032_chunk_002,"samochody, które przejdą kompleksową kontrolę 360°. Dzięki specjalistycznej wiedzy BMW i najnowocześniejszemu sprzętowi diagnostycznemu nasi eksperci BMW kompleksowo sprawdzają samochody BMW Premium Selection. Po standardowej kontroli Twoje BMW Premium Selection trafi do Ciebie w nienagannym stanie....",https://www.bmw.pl/pl/topics/offers-and-services/used-automobiles/bmw-premium-selection.html,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,,False,787,196
bmw_189032_chunk_003,"jako Klient indywidualny jak i flotowy. Dzięki ubezpieczeniu BMW możemy być jedynym dostawcą rozwiązań w zakresie wszystkich tematów związanych z samochodami. Oferujemy korzystne usługi dodatkowe, ochronę samochodu i ubezpieczenie pasażerów, a także wyjątkowo łatwą obsługę w przypadku szkody. Chętni...",https://www.bmw.pl/pl/topics/offers-and-services/used-automobiles/bmw-premium-selection.html,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,,False,794,198
bmw_189032_chunk_004,BMW Premium Selection. Wsiądź do własnego BMW. Wybierz już teraz swój pojazd. Korzystaj z naszych wyjątkowych zalet. Wystarczy skontaktować się bezpośrednio ze swoim Dealerem BMW Premium Selection lub zapoznać się z naszą regularnie aktualizowaną bazą pojadów. Znajdź samochód odpowiadający Twoim kon...,https://www.bmw.pl/pl/topics/offers-and-services/used-automobiles/bmw-premium-selection.html,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,,False,497,124
bmw_654199_chunk_000,"Ubezpieczenie BMW. Ubezpieczenie tak niezawodne, jak twoje BMW. BMW Ubezpieczenia BMW Ubezpieczenia BMW Ubezpieczenia Ubezpieczenie kosztów napraw Ubezpieczenia. BMW Financial Services. Uważamy, że zaufanie jest jedną z najważniejszych wartości w BMW Financial Services. Dlatego zachęcamy Cię do skor...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,790,197
bmw_654199_chunk_001,"że w razie potrzeby pojazd zostanie naprawiony w autoryzowanym serwisie, wyłącznie z użyciem oryginalnych części zamiennych BMW i zgodnie z technologią producenta. Zapewniamy przejrzyste warunki ubezpieczenia oraz sprawną, bezgotówkową likwidację szkody. Korzyści dla ciebie: Utrzymanie wartości fakt...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,795,198
bmw_654199_chunk_002,"zakres Assistance. BMW GAP to ubezpieczenie, które zapewni Ci pokrycie straty finansowej powstałej wskutek szkody całkowitej lub kradzieży pojazdu poprzez dopłatę do odszkodowania z umowy Auto-Casco, różnicy pomiędzy wartością początkową pojazdu, a wysokością otrzymanego odszkodowania. Korzyści dla ...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,793,198
bmw_654199_chunk_003,"samochodu otrzymasz zwrot kosztów do 10 000 PLN na wynajęcie pojazdu zastępczego, przejazdy pociągami, taksówkami i przeloty samolotem. Możesz z nich korzystać przez 3 miesiące od daty szkody. Ubezpieczenie kosztów napraw. Ubezpieczenie Kosztów Napraw BMW to oferta która zapewnia ochronę w razie wys...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,796,199
bmw_654199_chunk_004,"Europy. Więcej usług BMW dla Ciebie. BMW Leasing. W BMW Financial Services zawsze staramy się zrozumieć potrzeby naszych klientów i zapewnić im najlepszą jakość obsługi. Przygotowaliśmy ofertę, która zadowoli wszystkich, którzy szukają bezkonkurencyjnej wygody i komfortu. Odkryj teraz BMW Comfort Le...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,798,199
bmw_654199_chunk_005,"Services Polska Sp. z o.o. z siedzibą w Warszawie, ul. Wołoska 22A, 02-675 wpisana do rejestru przedsiębiorców Krajowego Rejestru Sądowego w Sądzie Rejonowym dla m.st. Warszawy, XIII Wydział Gospodarczy Krajowego Rejestru Sądowego, pod numerem 392806, NIP 7010308447, posiadająca kapitał zakładowy w ...",https://www.bmw.pl/pl/topics/offers-and-services/bmw-financial-services/bmw-ubezpieczenia.html,Ubezpieczenie samochodu | Oferta ubezpieczeń | BMW Polska,,False,324,81
bmw_639265_chunk_000,"Zarejestruj się teraz, aby skorzystać ze spersonalizowanych usług, zaawansowanych funkcji i wygodnych rozwiązań. Zrób pierwszy krok do jeszcze bardziej wyjątkowego BMW. BMW Connected Drive. Oferta serwisowa – wybierz: Pakiety cyfrowe.Zaloguj się i odkryj atrakcyjne ceny pakietów dostosowanych do swo...",https://www.bmw.pl/pl/shop/ls/cp/connected-drive,BMW ConnectedDrive | BMW.pl,,False,791,197
bmw_639265_chunk_001,"Zaloguj się, aby zobaczyć ceny. Wypróbuj bezpłatnieFunkcja FLAZaloguj się, aby zobaczyć ceny. Funkcja FLA Zaloguj się, aby zobaczyć ceny. Wypróbuj bezpłatnieAdaptacyjny układ jezdny MZaloguj się, aby zobaczyć ceny. Adaptacyjny układ jezdny M Zaloguj się, aby zobaczyć ceny. Wypróbuj bezpłatnieAsysten...",https://www.bmw.pl/pl/shop/ls/cp/connected-drive,BMW ConnectedDrive | BMW.pl,,False,799,199
bmw_639265_chunk_002,"Aktywny regulator prędkości z funkcją Stop&GoZaloguj się, aby zobaczyć ceny. Aktywny regulator prędkości z funkcją Stop&Go Zaloguj się, aby zobaczyć ceny. Przygotowanie do Apple CarPlayZaloguj się, aby zobaczyć ceny. Przygotowanie do Apple CarPlay Zaloguj się, aby zobaczyć ceny. Real Time Traffic In...",https://www.bmw.pl/pl/shop/ls/cp/connected-drive,BMW ConnectedDrive | BMW.pl,,False,794,198
bmw_639265_chunk_003,"aby zobaczyć ceny. BMW Service Inclusive Zaloguj się, aby zobaczyć ceny. BMW IconicSounds SportZaloguj się, aby zobaczyć ceny. BMW IconicSounds Sport Zaloguj się, aby zobaczyć ceny. Stopki redakcyjne Metody płatności",https://www.bmw.pl/pl/shop/ls/cp/connected-drive,BMW ConnectedDrive | BMW.pl,,False,216,54
bmw_174506_chunk_000,"Jakość premiumSamochody używane BMW Premium Selection. Odkryj radość z jazdy dzięki samochodom używanym BMW Premium Selection. Zanim używane BMW uzyska certyfikat BMW Premium Selection, musi przejść szereg kontroli zapewniających 100% najwyższej jakości i bezkompromisowej niezawodności. Ciesz się be...",https://najlepszeoferty.bmw.pl/uzywane/bmw-premium-selection,Samochody używane BMW Premium Selection.: Rynek używanych samochodów BMW,,False,797,199
bmw_174506_chunk_001,"precyzyjnie określone standardy produktu. Samochody BMW Premium Selection są dostępne wyłącznie u partnerów BMW Premium Selection, dzięki czemu zawsze możemy zagwarantować Ci najwyższą jakość. Zobacz na własne oczy! Kontrola 360° W ofercie BMW Premium Selection mogą znaleźć się tylko te samochody, k...",https://najlepszeoferty.bmw.pl/uzywane/bmw-premium-selection,Samochody używane BMW Premium Selection.: Rynek używanych samochodów BMW,,False,799,199
bmw_174506_chunk_002,"na większe bezpieczeństwo i radość z jazdy. Dzięki gwarancji BMW Premium Selection możesz jeździć bez obaw – wszędzie w Europie. W razie wystąpienia zdarzenia, ochrona gwarancyjna obejmuje Cię w całej Europie. Leasing i finansowanie Dla wszystkich samochodów BMW Premium Selection otrzymasz atrakcyjn...",https://najlepszeoferty.bmw.pl/uzywane/bmw-premium-selection,Samochody używane BMW Premium Selection.: Rynek używanych samochodów BMW,,False,798,199
bmw_174506_chunk_003,Ci również korzystną rynkowo ofertę płatności za odkup Twojego obecnego pojazdu. Dowiedz się więcej Sprawdzona historia pojazdu W przypadku samochodów BMW Premium Selection historia pojazdu i serwisu została sprawdzona zgodnie ze standardami produktów BMW Premium Selection. Brak konieczności serwiso...,https://najlepszeoferty.bmw.pl/uzywane/bmw-premium-selection,Samochody używane BMW Premium Selection.: Rynek używanych samochodów BMW,,False,509,127
bmw_693377_chunk_000,BMW serii 1 100KW / 136KM Automatyczna 100KW / 136KM Automatyczna 115KW / 156KM Automatyczna BMW M135 xDrive 221KW / 301KM Automatyczna 110KW / 150KM Automatyczna BMW M135 xDrive 221KW / 301KM Automatyczna 100KW / 136KM Automatyczna 115KW / 156KM Automatyczna 110KW / 150KM Automatyczna 100KW / 136KM...,https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-1,BMW serii 1 : Rynek używanych samochodów BMW,,False,342,85
bmw_415024_chunk_000,BMW serii 2 BMW 220i Coupé 135KW / 184KM Automatyczna BMW 218i Gran Coupé 100KW / 136KM Automatyczna BMW M235 xDrive Gran Coupé 221KW / 301KM Automatyczna BMW 220d xDrive Gran Tourer 140KW / 190KM Automatyczna BMW 220 Gran Coupé 115KW / 156KM Automatyczna BMW 220i Coupé 135KW / 184KM Automatyczna BM...,https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-2,BMW serii 2 : Rynek używanych samochodów BMW,,False,520,130
bmw_505078_chunk_000,BMW serii 3 BMW 330i xDrive Touring 190KW / 259KM Automatyczna BMW 330i xDrive Touring 180KW / 245KM Automatyczna BMW 320d xDrive Limuzyna 140KW / 190KM Automatyczna BMW 330e xDrive Touring 215KW / 293KM Hybryda (Elektryczny/Benzyna) Automatyczna BMW 330i xDrive 190KW / 259KM Automatyczna BMW M340i ...,https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-3,BMW serii 3 : Rynek używanych samochodów BMW,,False,546,136
bmw_885983_chunk_000,BMW serii 4 BMW 430d xDrive Gran Coupé 210KW / 286KM Automatyczna BMW 420d xDrive Coupe 140KW / 190KM Automatyczna BMW 420d xDrive Gran Coupé 140KW / 190KM Automatyczna BMW 430i xDrive Gran Coupe 180KW / 245KM Automatyczna BMW 420i Gran Coupé 135KW / 184KM Automatyczna BMW 420d xDrive Gran Coupe 140...,https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-4,BMW serii 4 : Rynek używanych samochodów BMW,,False,548,137
bmw_835690_chunk_000,BMW serii 5 BMW 520d xDrive Touring 145KW / 197KM Automatyczna BMW 520d xDrive Touring 145KW / 197KM Automatyczna 180KW / 245KM Automatyczna BMW 550e xDrive 230KW / 313KM Hybryda (Elektryczny/Benzyna) Automatyczna BMW 520d xDrive 145KW / 197KM Automatyczna BMW 520d xDrive 145KW / 197KM Automatyczna ...,https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-5,BMW serii 5 : Rynek używanych samochodów BMW,,False,566,141
bmw_174831_chunk_000,BMW serii 6 BMW 620d xDrive Gran Turismo 140KW / 190KM Automatyczna BMW 630d xDrive 195KW / 265KM Automatyczna BMW 620d xDrive 140KW / 190KM Automatyczna (ostatnia strona) (ostatnia strona) 1(bieżąca strona) (bieżąca strona) (następna strona) (następna strona),https://najlepszeoferty.bmw.pl/uzywane/bmw-serii-6,BMW serii 6 : Rynek używanych samochodów BMW,,False,260,65
